Fields,Year,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDiseaseIHDc,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,RENALc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa,Total rate
%PUFA,0.189618737,-0.347766817,-0.418149352,-0.158814311,-0.335938275,0.140321255,0.276207,-0.32205084,0.118432954,-0.318713784,-0.076642469,-0.320546061,-0.500115693,-0.043385297,-0.07967554,-0.197979033,-0.519694328,-0.226507962,0.067996129,0.005092797,0.079151697,-0.159345761,-0.046285935,0.323845774,0.18842414,-0.261529118,-0.372422397,0.295180857,0.311566889,0.052854538,-0.080213703,0.028113287,0.378941387,0.083627574,0.044166557,-0.085599571,0.1980571,0.004055967,0.077608868,0.002516188,0.178640649,-0.38380453,0.236420929,0.393873274,-0.328040838,-0.187696174,-0.212932631,0.082110211,-0.173529342,-0.058101479,0.052877966,0.130381227,-0.162604824,-0.105772391,0.202201232,0.255265951,-0.021915479,0.321687013,-0.062174112,-0.007018088,0.07731697,0.386552393,0.386552393,0.057895374,0.313677043,-0.034877107,0.261425495,-0.287974,-0.118228197,-0.28759557,-0.151448905,-0.077312261,-0.329169631,-0.128822163,-0.147256389,-0.113431998,-0.014931182,-0.113896057,-0.025486257,-0.207869649,-0.090654396,-0.063519359,-0.102918766,-0.154492855,-0.250844538,-0.221284628,-0.241063729,-0.099387176,-0.080489337,-0.09418565,-0.081059389,-0.156492114,-0.154711738,-0.1254109,-0.110629998,-0.138160586,-0.054482095,-0.101416998,-0.187922746,-0.347778648,-0.329040945,-0.306433678,-0.286652505,-0.215238184,0.11496646,0.342184514,0.099669084,-0.20599243,-0.113489665,0.062077343,0.129362836,-0.218797415,-0.320851654,-0.060966808,0.000773161
%SATFA,-0.20263499,0.360204905,0.422519386,0.178372279,0.35778597,-0.02897732,-0.20530425,0.369094044,-0.004703162,0.198855564,0.03556446,0.370670676,0.410949826,0.19502081,0.092446856,0.254948527,0.403798491,0.332631141,0.131425261,-0.166286096,-0.157881528,0.078275442,-0.088010281,-0.279741734,-0.258889616,0.071586832,0.145381749,-0.211566746,-0.211685151,-0.129174188,-0.036049671,-0.169304937,-0.477454603,-0.132960394,-0.033274423,0.097319752,0.008518454,-0.036368057,-0.185491472,-0.045893941,-0.269659638,0.348133445,-0.244082287,-0.389817446,0.307033688,0.132842958,0.169623494,-0.019944521,0.391308337,0.150058568,0.116392337,-0.150499225,0.265200078,0.139174774,-0.161526978,-0.289646029,0.148237795,-0.127310157,0.13815698,0.116898336,0.127641067,-0.247464299,-0.247464299,0.025748162,-0.167994991,0.14996025,-0.028751398,0.38850069,0.164552405,0.393215299,0.189700693,0.119929515,0.315668255,0.135647804,0.145624503,0.07091222,0.145479545,0.037123188,-0.061471496,0.074779056,-0.1002957,-0.073547751,0.100502238,0.204626247,0.072842881,0.223920211,0.322666198,0.175827742,0.011874345,0.124750502,0.235958785,0.25252673,-0.143495202,-0.046596974,-0.036485828,-0.02534158,0.057913732,0.055848014,0.191565588,0.36018917,0.36809358,0.1797515,0.440589398,0.294965684,-0.175695375,-0.267758697,-0.211498335,0.220946804,0.064922765,-0.039790768,-0.123296782,0.196352243,0.305264801,-0.19495067,0.045988072
%TOTn3,0.284517169,-0.308027983,-0.380314291,-0.131505013,-0.298135877,0.170222417,0.276682645,-0.288730681,0.137237534,-0.264489383,-0.020156167,-0.309649676,-0.486618698,-0.016674561,-0.167312428,-0.225156173,-0.474630415,-0.211104348,0.072582744,0.008300734,0.012949566,-0.127277851,0.020907765,0.357041955,0.16590862,-0.182463154,-0.270890087,0.23237142,0.406326741,0.104235508,-0.059238072,0.120706834,0.363900125,0.068209723,0.060349327,0.014657293,0.174505934,0.05310249,0.106156185,0.174120903,0.194801524,-0.356133401,0.227810904,0.406914592,-0.295219064,-0.218983874,-0.251647592,-0.03514168,-0.030118449,-0.020208392,0.027570609,0.134649783,-0.109371722,0.080068208,0.166615456,0.257595718,-0.181808382,0.26536724,-0.155560255,0.04373417,0.027504839,0.303533077,0.303533077,-0.036502961,0.269113719,-0.18290545,0.198362708,-0.234951094,-0.090786092,-0.230337933,-0.210036471,-0.043527231,-0.349360168,-0.136529282,-0.151488155,-0.167458773,0.01086663,-0.174424604,-0.116932809,-0.209461257,-0.060980145,0.059080739,-0.067367204,-0.046868112,-0.241277799,-0.137796372,-0.183572948,-0.088959992,-0.047118869,-0.003079382,-0.077811353,-0.105540358,-0.153757691,-0.065377437,-0.191486433,-0.179684237,-0.203141987,-0.128153056,-0.13813892,-0.308072954,-0.289541602,-0.281646103,-0.201795906,-0.179645225,-0.000367081,0.2511926,-0.059699293,-0.150473192,-0.101050131,0.023568496,0.158347905,-0.286856294,-0.279333055,-0.079281762,0.069814689
%TOTn6,0.172151968,-0.33431682,-0.403358668,-0.147845656,-0.32088542,0.127181783,0.26587522,-0.308771282,0.105140276,-0.304495901,-0.076333255,-0.303894192,-0.479874581,-0.048276812,-0.059394427,-0.180039585,-0.5062837,-0.221163318,0.058165435,0.007972513,0.089300759,-0.158559933,-0.055180933,0.299252272,0.186242595,-0.267025501,-0.377269298,0.286785215,0.279708356,0.037036043,-0.080435216,0.007744972,0.365956962,0.085907422,0.038161889,-0.10036274,0.191372931,-0.001883565,0.071563892,-0.025519192,0.171268046,-0.368346483,0.230012909,0.373989254,-0.323379636,-0.171669334,-0.190491349,0.102286562,-0.19785659,-0.066982605,0.051204424,0.129855096,-0.165958643,-0.131692365,0.201206252,0.247744545,0.007308788,0.313454419,-0.037800752,-0.009482002,0.077331863,0.382319033,0.382319033,0.07757809,0.302876711,-0.008330707,0.259420604,-0.28158313,-0.113609307,-0.28230688,-0.128420413,-0.076054394,-0.303831667,-0.119506769,-0.138530448,-0.097438864,-0.01729252,-0.094835602,-0.004239162,-0.19872959,-0.092001565,-0.082273081,-0.105226606,-0.166245863,-0.239467099,-0.224085778,-0.246574268,-0.098636746,-0.081134826,-0.105370276,-0.085544616,-0.164376199,-0.144130811,-0.130431011,-0.084891319,-0.119100913,-0.023282683,-0.088892415,-0.186527222,-0.33432284,-0.31675449,-0.291782647,-0.294709593,-0.214309871,0.131205291,0.345347345,0.123177826,-0.202485994,-0.111322492,0.06679038,0.120829627,-0.192858368,-0.318431407,-0.053041432,-0.005323056
%TOTn9,-0.307706177,0.371936083,0.446914852,0.107965037,0.330761552,-0.195440575,-0.298505843,0.319474041,-0.145852476,0.376425564,0.045625001,0.323102087,0.585052669,-0.096998081,0.092380792,0.199015766,0.612414241,0.188246638,-0.140736431,0.11429058,0.000884032,0.210276023,0.100899115,-0.335091352,-0.08804366,0.358498514,0.454278916,-0.290990889,-0.364481777,0.036681876,0.139823005,0.018701235,-0.272029012,-0.031641487,-0.043908976,0.036696255,-0.298993468,-0.049774848,-0.013405487,-0.058012027,-0.153716654,0.425842822,-0.225733131,-0.38561365,0.305162042,0.232132897,0.269395947,-0.065343961,-0.077289522,-0.035404067,-0.192037076,-0.060224116,0.059436806,0.067625634,-0.18353568,-0.1682854,0.028658381,-0.468549073,0.036805984,-0.079320267,-0.223620057,-0.517079711,-0.517079711,-0.1062105,-0.422832459,0.051908039,-0.439052463,0.219859928,0.111201204,0.210323796,0.145638689,0.059831988,0.371156961,0.192832038,0.210201949,0.176661506,-0.014661612,0.201405287,0.122176357,0.298322052,0.21135056,0.135741055,0.099027216,0.139078572,0.355257899,0.213282615,0.1216667,0.024888862,0.15575172,0.046584863,-0.091747105,0.013858091,0.401689708,0.236540288,0.237034187,0.274003148,0.061888762,0.138275996,0.235711932,0.37198782,0.331356198,0.436673164,0.105577663,0.113743514,-0.064214885,-0.359695673,-0.006222018,0.243424147,0.126219526,-0.084278286,-0.123906016,0.313657492,0.290076882,0.273943692,-0.068979613
ADDEDFAT,0.000214002,0.050820947,-0.045834754,0.060454998,0.044314113,-0.040144186,-0.043836627,-0.024640145,-0.060540888,0.180713043,0.116063051,-0.062818497,0.067032397,0.012239563,0.058458619,-0.008775502,-0.012991999,0.007961375,-0.136195242,0.217195302,0.180900171,0.250520945,0.063850775,-0.015970929,0.095661335,-0.070063047,-0.081374414,-0.149153888,-0.02752419,0.314762264,0.008418223,0.146772087,0.287522465,0.209954664,-0.003634445,-0.005339939,-0.237902701,0.163630813,0.357865989,0.010091952,0.404251844,0.097173005,0.037505958,-0.053634454,0.112237126,0.148528576,-0.192854792,-0.010587985,0.026790654,0.116593882,0.089078069,-0.075183563,0.029256342,-0.197224826,-0.004486829,-0.036387876,-0.03088611,-0.138054132,0.06340874,-0.003049162,0.076994918,-0.083659068,-0.083659068,-0.197505698,-0.185381055,0.02145111,-0.034168281,-0.063125201,0.0833418,-0.062639013,-0.082679838,0.099564224,-0.02815959,-0.208267286,-0.213188469,-0.021010056,-0.137553275,-0.156601369,-0.188924596,-0.041237816,0.043448541,0.22024639,-0.144814819,-0.135706991,0.229486957,-0.135723457,0.126786187,0.226291388,0.126388997,0.03119421,0.026719771,0.150040805,0.396638334,0.388838232,0.015834972,0.058888383,0.19881919,0.302408308,0.064459756,0.050784737,-0.033356577,0.354532599,-0.057555582,0.043255232,0.189357638,-0.063629359,0.209943637,-0.094572797,0.295226723,-0.092976093,-0.208094031,-0.223591477,0.104709707,0.399946898,0.026782803
ALANINE,-0.068122573,0.007766705,-0.026303619,-0.106425337,-0.010038044,0.083500206,0.046071026,-0.025365584,0.029402254,-0.054998212,-0.106587924,-0.001285398,-0.148759067,-0.187923282,-0.262116402,-0.011541797,-0.189128831,0.12111441,0.142969251,0.071077406,0.110366993,0.040203214,-0.154055029,0.071987808,0.095590577,-0.084473804,-0.135602415,0.02948948,0.080811314,0.172400683,-0.171326488,-0.047388263,0.127555534,-0.03341753,0.181697458,0.1194814,-0.011315034,0.034940884,-0.048626781,0.060199853,0.052365154,-0.069827497,-0.065874115,0.008999379,-0.14289774,-0.217165858,0.025220836,0.00095603,0.02345649,-0.014325843,-0.035328928,-0.140400812,-0.168964297,-0.14403908,0.061868507,-0.10034693,0.033952679,-0.030104464,-0.010838034,-0.050328996,0.016124388,-0.107849516,-0.107849516,-0.005122111,-0.008705737,0.036384724,-0.05893008,-0.001371571,0.175242782,-0.009758127,-0.077263854,0.189970985,-0.097273588,-0.001721751,0.011185867,-0.273852557,0.043666575,-0.160912946,-0.146713778,-0.222631961,-0.047659315,0.283525705,-0.20593372,-0.043320045,0.118080392,0.163719356,-0.009980544,-0.117793672,0.052365292,-0.124686539,0.004885744,0.088532068,0.097897932,0.157446772,-0.106575802,-0.059426088,-0.05322054,0.083629511,0.110385336,0.007758734,-0.009353602,0.027253417,-0.110019915,-0.2305969,0.177918226,0.044143163,0.160577878,0.047535986,0.088660561,-0.23932451,-0.245559797,0.056504562,-0.155017644,0.082914293,0.074168071
ANIMFAT,6.89E-05,0.300184458,0.38507849,0.338332862,0.372003973,-0.1435505,-0.225385815,0.255430549,-0.187295884,0.442183495,0.218761936,0.291998655,0.387758374,0.159343839,0.233627558,0.112894639,0.371910751,0.158231974,-0.069132745,-0.049018439,-0.028744699,-0.033525534,0.026188387,-0.284578532,-0.097113147,0.055936113,0.028521249,-0.202490687,-0.278205365,-0.196298286,0.080250159,-0.099853806,-0.415929258,-0.290959865,-0.085601524,-0.010645468,-0.158539653,-0.066807322,-0.171475783,-0.022640944,-0.095877253,0.351292372,-0.002865361,-0.319265723,0.321528792,0.290928036,0.064159907,-0.107660957,0.031559493,-0.002770475,0.003056322,-0.08171168,0.220265657,0.038286287,-0.184323117,-0.239759579,0.106527701,-0.160134912,0.150784194,0.083928339,0.105951913,-0.322613865,-0.322613865,0.124627598,-0.183488354,0.081358336,-0.087092184,0.253864378,0.001916948,0.248557791,0.261257857,-0.046493307,0.338237196,0.093483344,0.121285424,0.200921178,-0.003944141,0.113342687,0.009384364,0.105800226,-0.087618805,-0.054941762,0.024882957,0.052217506,0.301584333,0.188986376,0.28387329,0.300423473,0.1388392,0.123213753,0.009663907,0.007108543,0.125731677,0.072134472,0.197747797,0.121159188,0.237476885,0.231454551,0.185332417,0.300346851,0.249029279,0.261230797,0.24398084,0.315160006,-0.061854929,-0.260037065,-0.083307162,-0.010278033,0.142827004,-0.028921515,-0.162458107,0.033122897,0.296045899,-0.013163489,0.052922368
ANIMFOOD,-0.000242173,0.239061251,0.369023085,-0.098751076,0.130407244,-0.202233225,-0.291575164,0.136395857,-0.202770635,0.046077866,-0.090304427,0.149885222,0.031934861,0.096606113,-0.172551379,-0.039230689,0.082350738,0.015578577,-0.218585834,0.058641225,0.017543593,0.290282249,0.073339216,-0.021238092,-0.185213715,0.263488352,0.260523885,-0.132699326,-0.150836006,0.083123222,0.052531514,0.285179287,0.072402254,-0.067519568,-0.000288015,0.288474828,-0.181456432,0.337790161,0.073516592,0.169360682,0.114167534,0.100560442,-0.256896168,-0.188319936,0.097237147,-0.148935631,0.036480241,-0.176849976,0.503204346,0.161258891,0.152254879,-0.284911573,0.092254698,0.041644666,-0.249823853,-0.326328129,-0.121920936,-0.122152746,-0.018536791,-0.148852229,0.298111796,-0.116421498,-0.116421498,-0.372206122,-0.193431363,-0.028847486,0.017689332,0.24506253,-0.232854635,0.267189443,-0.155486017,-0.222327262,-0.096782267,-0.276034951,-0.312449485,-0.215168551,-0.312599957,-0.197789311,-0.231056541,-0.015127271,0.150691524,0.263881296,-0.09416312,-0.037498631,0.108997218,-0.009136734,0.269760579,0.100977868,-0.089035906,0.006074663,0.179877743,0.287635028,0.062612854,0.293400079,-0.186689094,-0.156556562,0.061790954,0.016500801,0.129118055,0.238937557,0.193334028,0.227521285,0.293365955,0.082482278,0.089053422,-0.058762159,0.050549619,-0.015822014,0.181196257,-0.045341384,-0.125680625,-0.10542766,0.112455241,0.107321523,-0.098192744
ANIMPROT,0.1333296,-0.130755469,-0.117034905,-0.154494628,-0.184522197,-0.204679847,-0.227308095,-0.186196953,-0.19980745,0.07136938,0.029840082,-0.205054626,-0.087796114,-0.072050214,-0.229130551,-0.259170085,-0.039550457,-0.16166763,-0.262583613,0.102847554,0.031046091,0.19577755,0.123951361,-0.00066161,-0.127900898,0.350310713,0.346828222,-0.233160183,-0.046438035,0.089462347,0.054212656,0.367381692,0.16551879,0.006487279,0.033730004,0.288607717,-0.199340746,0.332188427,0.188307703,0.240280584,0.13957949,-0.077852376,-0.062187199,0.043382686,0.025921462,-0.183934882,-0.184336692,-0.269746363,0.285683483,0.142200813,-0.049385522,-0.307059646,-0.096646041,-0.025972113,-0.26108852,-0.318067104,-0.389912665,-0.135627046,-0.286972672,-0.232302189,-0.059834879,-0.03764407,-0.03764407,-0.24634786,-0.101813681,-0.357534319,-0.161783382,-0.129453287,-0.149240702,-0.114328943,-0.213343456,-0.102692448,-0.220354885,-0.309271067,-0.272167504,-0.223528683,-0.276213557,-0.261849403,-0.21588254,-0.010839485,0.279871285,0.430980593,-0.068163954,-0.135777712,0.17933397,-0.002931125,0.148761973,-0.032050975,-0.05672802,0.013446323,0.111329019,0.244263768,0.091593012,0.253510475,-0.163890108,-0.130979359,-0.02198871,0.044373848,-0.176597476,-0.130816683,-0.152696848,0.050139014,0.082023539,-0.054871347,0.126747698,-0.02660818,0.10273622,-0.15584445,0.175314322,-0.056059267,-0.077602506,-0.229391336,0.039814308,0.114288613,-0.151395604
ARGININE,-0.012517646,0.070502885,0.043887619,-0.066203006,0.024020296,-0.049605366,-0.029483402,-0.021694552,-0.092967384,0.220536858,0.104232363,-0.013016672,0.106941871,-0.195991218,-0.096766934,-0.039337512,0.113573663,-0.064461544,-0.223252222,0.290192306,0.223195225,0.20084019,-0.033826582,-0.078011297,0.096803755,0.120794132,0.074953601,-0.180048212,-0.046084817,0.223327368,-0.053053889,0.11204467,0.121269427,0.094967142,-0.173159555,0.049243689,-0.311921924,0.074347831,0.153684884,0.060283724,0.177881747,0.124232873,-0.118083201,-0.11676465,0.113810919,-0.00599751,-0.033190161,-0.067430437,-0.037260998,0.104971252,-0.144620731,-0.159519434,-0.214151472,-0.275461853,0.041896731,-0.038561277,-0.200536013,-0.19550477,-0.097830139,-0.129559293,-0.123938769,-0.215158314,-0.215158314,-0.305472404,-0.144523248,-0.147374138,-0.237070113,-0.070820257,0.103924893,-0.078469858,-0.120909981,0.142268673,0.01996742,-0.04271261,-0.025204029,-0.089901634,-0.170712858,0.022838075,-0.026764,-0.024390688,0.172800153,0.485750735,-0.0933256,-0.104701288,0.403229684,0.16441074,0.050286397,0.004124137,0.052086011,-0.107724503,-0.164509192,0.020937674,0.415359586,0.385621786,0.147344202,0.314583838,-0.124813251,0.176352993,0.086457536,0.07051456,0.007857871,0.283505708,-0.164013937,-0.084134512,0.158813134,-0.201725438,0.19839786,0.01096107,0.170596644,-0.16991967,-0.218018055,0.034477256,0.099423282,0.375946313,0.004886002
ASPARTATE,-0.068127751,0.107130565,0.046216127,-0.004731553,0.093276076,0.069446623,0.038903039,0.032131493,0.020980354,0.194986641,0.077675976,0.039047446,0.04514309,-0.177851737,-0.125820041,0.029411249,-0.008287203,0.050726812,-0.007391721,0.17209439,0.112473257,0.143146574,-0.061557502,0.010724284,0.060209796,0.018823095,-0.015473655,-0.121238247,0.037339661,0.20600827,-0.089908145,0.078668438,0.205156252,0.177439272,-0.053868268,0.10644298,-0.193903476,0.108475693,0.092456825,-0.0062492,0.086136393,0.045283161,-0.146180317,-0.112106949,0.045057442,-0.087356105,-0.017225942,-0.097403601,-0.005748077,0.109026499,-0.052809428,-0.115621209,-0.162390262,-0.168734178,0.100988694,-0.109342813,-0.060688753,-0.237135902,-0.004712996,-0.085600868,-0.10990338,-0.289278954,-0.289278954,-0.190591156,-0.194858983,-0.024505267,-0.254400253,0.024968866,0.258559018,0.009906342,0.010586754,0.268860012,-0.019526612,0.091039717,0.134489626,-0.061709683,0.054274511,-0.099076003,-0.030645441,-0.127647221,0.155987605,0.528406382,-0.02489562,0.008812909,0.363987923,0.318278372,0.020446915,-0.089240402,0.231640935,0.002472084,-0.104186393,0.064515278,0.395225048,0.428134948,0.13567698,0.257244498,-0.039595772,0.309021592,0.211519897,0.107141718,0.054878369,0.253220588,-0.031573985,-0.102225803,0.200633362,-0.085609391,0.198850662,0.106854647,0.200366557,-0.123408079,-0.229514673,0.090965874,0.031620711,0.316331387,0.079504818
BEER,-1.85E-05,-0.112794384,-0.081317954,-0.155170977,-0.148674801,-0.007644263,-0.020384654,-0.158049315,-0.007373957,-0.046555914,-0.005032773,-0.146395713,-0.004720239,-0.052416656,-0.092138574,-0.173209831,-0.024055993,-0.15064472,-0.15455313,0.352356791,0.190991282,0.256769329,-0.021306952,0.215465099,-0.021619018,-0.010928731,-0.000156236,-0.032955132,0.322017521,0.250950694,-0.043293774,0.210468963,0.143926978,0.089436755,-0.000557947,0.182622701,-0.022736575,0.094543539,-0.047740504,0.071863554,0.024509907,-0.118960321,0.161122173,0.16190818,-0.091884144,-0.076572344,-0.078015119,-0.083358504,0.161276743,0.32919088,-0.141529158,-0.005751381,-0.134079069,-0.021549366,-0.217184335,-0.203505993,-0.244329989,-0.148757726,-0.17284964,-0.163471296,-0.116466969,-0.095231332,-0.095231332,-0.143978149,-0.106186196,-0.226687118,-0.179592878,-0.12287046,-0.165301114,-0.117360502,-0.142630756,-0.154061794,-0.16371724,-0.142029569,-0.16923888,-0.116773419,-0.127186492,-0.16330564,-0.149095342,-0.088844948,0.121648818,0.362871826,-0.144904032,-0.12912938,0.068296589,0.05086077,0.090029076,0.017523559,-0.07289701,-0.035274033,-0.167647824,-0.169747442,0.073203921,0.045223515,0.048213426,0.02195509,0.017215749,0.044680361,-0.110700063,-0.112987451,-0.120436758,0.011480898,-0.124860115,-0.091289058,0.090348944,0.078714661,0.060918946,-0.113020122,-0.081019633,-0.042116616,-0.077675447,-0.083380073,-0.095437109,0.063047379,-0.100439921
Ca,0.022445379,-0.051902004,-0.07378123,-0.210858271,-0.07256458,0.095003039,-0.070682622,-0.126591697,0.013961659,0.009846344,-0.038175587,-0.088231817,-0.098154604,-0.238891944,-0.116549656,-0.073666222,-0.095629603,-0.028567376,-0.04887569,0.207296327,0.13162905,0.012680886,-0.038804892,0.161887929,0.239681706,-0.123045437,-0.02250924,0.206172466,0.007904384,0.230668232,-0.093518451,0.106333204,0.038777113,0.071182333,-0.088681258,0.080259316,0.000303271,0.010916136,0.206197366,0.025497716,0.096912719,-0.063698202,-0.048037183,-0.069223218,-0.105506793,0.080795646,-0.048763398,-0.008573642,0.094065987,0.046106607,-0.136853486,-0.095616773,0.046771348,-0.065217331,-0.011220474,0.012243756,-0.069116957,-0.071811952,-0.135201871,-0.123080388,0.108393498,-0.153308541,-0.153308541,-0.116455629,-0.062491223,-0.048512001,-0.071487375,-0.119701639,0.054475192,-0.123922363,-0.14789997,0.074544929,-0.140709922,-0.043791585,-0.099444695,-0.113130681,-0.085330114,0.021378376,0.001375822,-0.095381983,0.020340862,0.164542511,-0.118988313,-0.17927359,0.175352857,-0.02769001,-0.022480015,0.241138414,0.070474528,-0.016962312,-0.227136999,-0.057770375,0.28183791,0.306422323,0.027929479,0.196911857,-0.120250478,0.134399727,0.135549501,-0.051911518,-0.107436143,0.181324854,-0.027499311,-0.086753994,-0.03026006,-0.139820427,-0.006749844,-0.05614619,0.209789261,-0.210662827,-0.202250794,0.019080302,-0.107323483,0.316400051,0.103739813
