Fields,Year,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDiseaseIHDc,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,RENALc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa,Total rate
HISTIDINE,0.058529984,-0.116563469,-0.160264224,-0.097780921,-0.101772964,0.116645478,0.123913065,-0.123532034,0.042385206,-0.15242672,-0.078057051,-0.091409564,-0.294595987,0.058247413,-0.139266938,-0.058445163,-0.350304127,0.015446352,0.176786214,-0.189509109,-0.04068185,-0.029090861,-0.216005579,0.075955428,-0.100635275,-0.284134567,-0.38232702,0.048509013,0.118918546,0.044411492,-0.212626219,-0.103730373,0.080158502,-0.026760932,0.011474877,0.057103604,0.075035259,0.067066662,-0.084089987,0.011415059,0.060532302,-0.193030939,-0.067275248,0.029515637,-0.132053629,-0.276860118,-0.090812504,0.077368766,0.266376644,0.141152546,0.173139915,-0.182499453,-0.073770307,-0.195558503,0.071266174,-0.186260909,0.045289088,0.222211063,0.029843627,0.012713964,0.180750176,0.210657001,0.210657001,0.048918404,0.187166005,0.037142389,0.231356308,-0.046708547,0.121931076,-0.047210883,-0.090332441,0.161263362,-0.196295589,-0.106468819,-0.089205258,-0.24372974,0.008085404,-0.236832038,-0.189193845,-0.348276585,-0.24690932,-0.00248492,-0.171680689,-0.158831298,-0.144770294,-0.010481425,0.045509372,-0.003037683,-0.126085162,-0.017582085,0.296211034,0.318208247,-0.365219623,-0.047100391,-0.136808738,-0.152833864,0.056652211,0.087443158,-0.024704328,-0.116613314,-0.113693699,-0.147052318,0.058680549,-0.06623321,0.239033654,0.20385839,0.192989126,-0.092597097,0.065864332,-0.07433515,-0.103323549,-0.069041856,-0.129687726,-0.331606418,0.071259379
ISOLEUCIN,-0.081056073,0.012884486,-0.039695952,-0.116438679,-0.006244187,0.10637521,0.135442182,-0.034355845,0.068316579,-0.027360704,-0.100717649,-0.018158903,-0.114090256,-0.046074327,-0.23944968,0.028555438,-0.149895579,0.088194214,0.167092115,-0.042429324,0.040167466,0.066632941,-0.19292447,0.028305659,-0.106529765,-0.072403669,-0.206780314,-0.027955523,0.096628875,0.099490128,-0.184788197,-0.088487677,0.251282364,0.072434559,0.047577035,0.058898561,0.008782148,0.061388537,-0.049970992,-0.038523857,0.044224638,-0.06867332,-0.104016781,-0.008483732,-0.238235578,-0.349017262,-0.088839233,0.0402316,0.150336191,0.107388549,0.069113269,-0.197893396,-0.190344572,-0.232652217,0.099277452,-0.138872072,0.075574905,0.063258812,0.027559225,-0.064987302,0.094385207,0.043863218,0.043863218,-0.055314068,0.056133188,0.090423301,0.061225712,-0.036759365,0.203982249,-0.045436181,-0.109337963,0.239538088,-0.123420477,-0.037084207,0.055422772,-0.318378776,0.013503787,-0.342317402,-0.198674098,-0.41034013,-0.15377897,0.13549687,-0.152313739,-0.133250549,-0.062820628,0.016456407,-0.019157501,-0.085719042,-0.087089449,-0.154559404,0.166992724,0.201205656,-0.073213622,0.084765144,-0.270607829,-0.181179836,-0.082385018,-0.011495646,0.094614498,0.012838127,-0.014795354,0.075773031,-0.071158491,-0.210766926,0.329231799,0.232984796,0.289276391,0.050627109,0.126034588,0.003441552,-0.089166626,0.015747612,-0.235642225,0.019429689,0.025108576
K,-0.190479651,0.180363953,0.078075603,0.064975932,0.194840029,0.285922915,0.167194024,0.177298442,0.263177097,-0.032531247,-0.097030997,0.220040247,-0.057058562,0.11921256,0.047811568,0.287314892,-0.185738459,0.263515621,0.503040493,-0.157103539,-0.058916721,-0.167160466,-0.267028064,0.104339994,-0.009728332,-0.394509345,-0.458208352,0.190421417,0.081048489,0.002184969,-0.241971627,-0.221068934,-0.02065048,0.095373012,0.095749125,0.018908141,0.230562732,-0.051456798,-0.114725083,-0.202715069,-0.187698692,-0.06213782,-0.032067999,-0.011456654,-0.102441259,-0.017933462,0.102474652,0.125248834,0.063156925,0.032408603,0.305266351,0.124152675,0.151606902,0.154609904,0.321995586,-0.040128455,0.383417338,0.012375928,0.264159471,0.099257514,0.123720638,-0.042868655,-0.042868655,0.080096796,-0.02910161,0.385065168,0.079438038,0.224689901,0.410285115,0.208830103,0.252460927,0.369281888,0.031385094,0.31727913,0.312423497,0.085646704,0.397916228,-0.088604622,0.111901313,-0.270431876,-0.20619069,-0.051123783,0.110108979,0.192758262,-0.100387387,0.133903265,-0.097963758,-0.083546363,0.243418843,0.261079818,0.132145092,0.08939489,-0.268452853,-0.046748169,0.15937151,0.037578497,0.144603878,0.303738117,0.362135231,0.180357024,0.168128088,0.09563259,0.229615688,0.062603988,0.049297757,0.203983933,0.035250258,0.218676224,-0.017014816,0.064617261,-0.014519403,0.253946185,-0.099185511,-0.306405395,0.231956795
LEGUME,0.2161071,-0.136082679,-0.134562567,0.116827488,-0.065675214,-0.053963341,0.040282253,-0.160298556,-0.156774506,0.212001473,0.288559467,-0.175775439,-0.080171704,-0.17192325,0.224255547,-0.213160276,-0.135923445,-0.247777179,-0.27946344,-0.107107416,-0.126764625,0.065113448,0.137125179,-0.047843434,-0.092291057,-0.116594814,-0.096666224,-0.175253615,-0.059512019,0.040107664,0.099422537,0.120739937,0.057270903,0.178918839,-0.169730052,-0.031471282,-0.305266231,0.183845639,0.158559561,0.029973486,0.232856318,0.003587832,0.015940348,-0.037656836,0.224216491,0.252404988,-0.113577493,-0.159655511,-0.123711877,0.137969539,-0.15108797,0.120137423,-0.025373602,-0.067777708,-0.055824649,0.073803708,-0.211128742,-0.172506928,-0.061125252,0.100501686,-0.217964083,-0.178463936,-0.178463936,0.035679765,-0.128616527,-0.228675887,-0.206835002,-0.123287328,0.053167675,-0.134140208,0.07288447,0.069161735,-0.038342658,-0.012972914,-0.05618253,0.3929452,-0.065249518,0.139324218,0.026452547,0.006536998,-0.002938205,0.161264241,0.026762422,-0.066246599,0.409525126,0.317678094,-0.048679031,-0.088332638,0.299526334,0.23162958,-0.155268475,-0.027526328,0.311441511,0.509600282,0.158946544,0.212389126,0.272958547,0.304756343,-0.040926926,-0.136151224,-0.153444439,0.011855665,-0.037337065,0.065733157,0.047675326,-0.141169965,0.032909073,-0.153254524,0.036240924,-0.108700559,-0.107964285,-0.149673402,0.200175837,0.088331662,0.034170758
LEUCINE,-0.017005974,-0.073085934,-0.121670954,-0.083127171,-0.057554971,0.159651577,0.155627206,-0.061012775,0.099362954,-0.207640648,-0.136915058,-0.03010625,-0.299386293,0.052779824,-0.162360504,-0.00355505,-0.370440811,0.118509047,0.307758391,-0.201627821,-0.038737599,-0.078554772,-0.246849582,0.10397391,-0.052451666,-0.318027794,-0.452288032,0.107680418,0.152719602,0.036791071,-0.239581317,-0.175315678,0.063121788,-0.04975149,0.144362032,0.0553753,0.168836594,0.017828029,-0.156138182,-0.007829025,0.001171811,-0.194717929,-0.027452575,0.074146189,-0.230764091,-0.287062854,-0.031978536,0.105263524,0.189878091,0.03535727,0.198531479,-0.083673336,-0.038900319,-0.094525903,0.121794216,-0.113510251,0.154481083,0.215040743,0.075314626,0.056322996,0.190876886,0.157871589,0.157871589,0.142199218,0.178230405,0.13230601,0.228857592,0.012116767,0.165938154,0.0082593,-0.033710983,0.182821557,-0.160466969,-0.020151217,-0.019376701,-0.259723097,0.119633161,-0.212675288,-0.143427089,-0.371704876,-0.293322027,-0.069379322,-0.169189021,-0.066938587,-0.197809756,0.037136011,-0.010171022,-0.057489008,-0.080942325,-0.034568433,0.269071847,0.226046741,-0.400296777,-0.138290122,-0.181276858,-0.227949426,0.063638411,0.031764228,0.039076071,-0.073130928,-0.056946982,-0.177715555,0.030133797,-0.109420449,0.212759733,0.271345466,0.143601775,-0.013058157,5.10E-05,-0.076536715,-0.115065649,-0.005485198,-0.232134297,-0.37295258,0.096382909
LIGHTVEG,-0.171549857,0.11629834,0.120355703,0.038677577,0.075252891,-0.008299224,-0.000161384,0.13010557,0.021409061,0.009923148,-0.020035962,0.139957622,0.041409969,-0.023621703,0.072279222,0.158706814,0.004837053,0.194473907,0.194443703,-0.100328811,-0.118643649,-0.071979329,-0.172079742,-0.148530796,-0.056392778,-0.182166845,-0.232926011,-0.065195337,-0.093493551,0.003338465,-0.149116099,-0.233844653,0.051540297,-0.127305239,-0.043675024,0.059113279,0.043123852,-0.031896364,-0.055181768,0.017229725,-0.018790822,0.15988788,0.036391627,0.052160911,0.004044594,0.071906082,0.129538178,0.079509452,-0.097364806,0.013444587,0.092412792,0.167486057,-0.021631615,0.082589678,0.096212581,0.107640058,0.221500739,0.033557113,0.070659854,0.048649501,0.003988493,0.102782808,0.102782808,0.136112601,0.004731365,0.204092488,0.074150898,0.100707181,0.183412656,0.088436641,0.10163296,0.153025448,0.131875157,0.108225517,0.051676873,0.063809812,0.113650873,0.097200483,-0.062485885,0.008612327,-0.182092384,-0.01857399,-0.137906849,-0.001868045,0.00878064,0.064948648,-0.020500094,-0.084638372,0.121778496,0.13463752,0.13376686,0.197680473,-0.057449665,0.043530677,0.09231814,-0.010220845,0.006046315,0.131913081,0.08922071,0.116280042,0.11096558,0.065267988,-0.120933473,-0.081278421,-0.088181309,-0.115325332,0.014275108,0.083449967,-0.199282438,-0.222570375,-0.010188599,0.149026245,-0.010635664,-0.064127468,-0.044098746
LIQUOR,0,0.164777875,0.130487338,0.026274674,0.12074133,-0.273840874,-0.243872538,-0.002011855,-0.295445323,0.340996057,0.012562673,-0.045367859,0.110803463,-0.066262081,-0.026090614,-0.119251035,0.063517518,-0.143092215,-0.215966493,-0.071458504,-0.032297671,0.290736914,0.231673315,-0.134470358,0.037502736,0.074696556,0.072722666,-0.172862023,-0.246731669,0.133465856,0.265512437,0.216396928,0.106075369,0.024069672,-0.166404814,-0.063937753,-0.210355207,0.084977947,0.244739249,0.078721032,0.225925326,0.229019716,-0.259906709,-0.26900205,0.214252084,0.047064677,0.280002594,-0.152352154,-0.146707192,-0.140602916,-0.236619607,-0.083359443,-0.156283528,0.069799267,-0.248903468,-0.178837374,-0.246060908,-0.300202131,-0.078735806,-0.042418055,-0.203834951,-0.233671546,-0.233671546,-0.215880796,-0.27570647,-0.208524421,-0.270108998,-0.049459707,-0.091890134,-0.044127293,0.051811278,-0.104027428,0.121950008,-0.074906662,-0.038337179,0.100293905,-0.154730484,0.157362789,-0.110794589,0.281904936,0.145802498,0.057655077,-0.070505209,-0.019349471,0.030699171,0.010973821,0.031882949,-0.178286433,0.128590256,0.078745551,-0.102119908,0.002945121,0.338047534,0.427015513,0.028303856,0.031397685,-0.073788971,0.030557429,0.071285896,0.165036723,0.030003019,0.582439721,-0.037682749,0.04565138,-0.022078568,-0.124854088,0.100168802,0.051727399,-0.036700137,-0.003201085,0.17766659,0.095103577,0.205549002,0.299617916,-0.16873008
LYS/ARG,0.06041893,-0.156572089,-0.174972937,-0.078096047,-0.131219417,0.054148514,-0.043899804,-0.128886297,0.010482677,-0.200443938,-0.117959663,-0.125341907,-0.303061098,0.116716743,-0.172456101,-0.103609309,-0.334214509,0.045432374,0.194146693,-0.24244076,-0.180654302,-0.055415507,-0.016967127,0.158505082,-0.214938998,-0.093293205,0.032901634,0.034804471,0.104511097,-0.040761139,-0.054753657,0.120936342,0.103305906,-0.005288455,0.177887201,0.227507234,0.133599415,0.240943775,-0.076676205,0.064215913,-0.049964327,-0.238738522,-0.069896698,0.041842066,-0.027542429,-0.245420948,-0.158442408,-0.135160774,0.463322908,0.21020253,0.250755548,-0.197296664,0.117551275,0.095440745,-0.1460125,-0.333192855,0.011245861,0.07674747,-0.021624196,-0.059493992,0.164002746,0.136409417,0.136409417,0.108696125,0.032274928,-0.010471191,0.134789556,0.019190995,0.028554417,0.027264535,-0.035975151,0.038862199,-0.277614415,-0.162456736,-0.108533867,-0.153678238,0.081077427,-0.390906483,-0.272981793,-0.201888621,-0.034081955,0.072664835,-0.013845793,-0.046497375,-0.166969851,-0.025071107,0.215409234,0.029177738,-0.042968057,0.140469909,0.347627431,0.327463508,-0.318165004,0.002188951,-0.230379701,-0.336161524,0.118124254,0.088077582,-0.045268573,-0.156646416,-0.126543924,-0.226853758,0.336307406,0.04258414,0.069620728,0.179121703,-0.002865395,-0.103859723,0.111956112,0.003854261,-0.03048921,-0.131272703,-0.002483408,-0.285658121,0.005377849
LYSINE,0.033494189,-0.035523407,-0.071154237,-0.111531392,-0.063669257,-0.018920407,-0.059564266,-0.101395667,-0.07575193,0.069856443,0.00614313,-0.090815239,-0.091309503,-0.077598751,-0.19904004,-0.092610113,-0.109736182,-0.041845832,-0.086958811,0.080923989,0.061112419,0.155265957,-0.04156195,0.024890026,-0.095412157,0.047965843,0.070030913,-0.139342204,0.024851805,0.169391617,-0.075607456,0.173573837,0.191035464,0.084015951,-0.03508031,0.173688516,-0.207086459,0.225146189,0.100577183,0.083121873,0.125624388,-0.053311598,-0.13894248,-0.069516271,0.068331391,-0.172973335,-0.122065,-0.153502539,0.289396167,0.226444617,0.051065423,-0.283603072,-0.109938748,-0.153746948,-0.082045525,-0.288519293,-0.181883693,-0.124435835,-0.099579223,-0.157046303,-0.012326098,-0.101767249,-0.101767249,-0.212131023,-0.104195923,-0.146914616,-0.130086407,-0.054882482,0.110185966,-0.056131423,-0.124123484,0.151771903,-0.154907733,-0.14395678,-0.086288624,-0.187120989,-0.103139125,-0.258436322,-0.224580348,-0.165524215,0.118829057,0.479405671,-0.09195713,-0.123391792,0.2288488,0.099955596,0.179899141,1.46E-05,0.005599999,0.005740522,0.093618482,0.255795389,0.119691871,0.353079766,-0.089797705,-0.023744568,-0.00441611,0.205036372,0.045603976,-0.035557132,-0.073591724,0.115510948,0.107344463,-0.044307757,0.19706288,-0.032736957,0.174865782,-0.055514622,0.237661406,-0.124298692,-0.194185674,-0.053746346,0.073106594,0.115947664,0.003728051
M/P,-0.027676607,0.293446481,0.366121411,0.241217539,0.309681177,-0.116402857,-0.219867304,0.266875893,-0.13222824,0.400197685,0.155884281,0.254371315,0.448191732,0.037557025,0.08927086,0.142539486,0.480939299,0.14635919,-0.113087535,0.033179414,-0.051532596,0.139626011,0.127355233,-0.280616432,-0.152309284,0.237161055,0.351717621,-0.283988923,-0.280764788,-0.0585526,0.129021421,0.030550385,-0.386378795,-0.100005455,-0.045761164,0.101167426,-0.180364534,0.015255963,-0.038710739,0.081602409,-0.091144681,0.332639247,-0.143394992,-0.309287786,0.30206427,0.197694317,0.180832177,-0.102903284,0.067261405,0.014298569,-0.104150899,-0.13640362,0.124752223,0.053568438,-0.189923733,-0.225637749,-0.057575677,-0.249634266,0.011672025,0.030509148,-0.096932709,-0.310792267,-0.310792267,-0.009820232,-0.232987911,-0.058375347,-0.220309153,0.231257141,0.055171523,0.233794838,0.132509947,0.025998207,0.29051134,0.079592116,0.118896633,0.098962598,-0.038635332,0.105886973,0.033449754,0.224322572,0.102007329,0.052408583,0.094169594,0.09903688,0.281506747,0.216162026,0.238342181,0.119451284,0.106698707,0.085692577,0.050491251,0.102993712,0.187519372,0.077625751,0.1646263,0.174980476,0.052869659,0.138606384,0.122163542,0.293465406,0.270355135,0.282523632,0.216269448,0.214262009,-0.092018127,-0.354139924,-0.075922705,0.150405064,0.115799151,-0.03717465,-0.106428497,0.128711522,0.288953394,0.078327097,0.081061579
MEAT,0.133592218,-0.044928845,0.000975074,-0.049764916,-0.072718181,-0.231315061,-0.220734939,-0.08310467,-0.241317123,0.123117968,0.005012876,-0.086294174,0.040528629,0.038553309,-0.134175241,-0.192647994,0.048746932,-0.141505092,-0.259967506,-0.000693829,-0.044001117,0.278255254,0.149084717,-0.151259273,-0.208535016,0.316365212,0.413218051,-0.298187792,-0.157511756,0.078179061,0.121276937,0.184638575,0.036542404,-0.082452804,0.035157301,0.221490532,-0.270020455,0.192956105,0.106481537,0.217485756,0.137036219,0.046647068,-0.215464532,-0.155587718,0.237673223,-0.078079358,-0.085104577,-0.195966259,0.318695426,0.166563928,0.04497578,-0.284083992,0.007637151,-0.054685172,-0.127629727,-0.243883848,-0.309876949,-0.132738322,-0.196126297,-0.08785291,-0.070403442,-0.045612205,-0.045612205,-0.131673604,-0.122521222,-0.297308028,-0.119571805,-0.004237916,-0.07722716,0.009752274,-0.148335025,-0.039485391,-0.125401661,-0.297383666,-0.238950074,-0.093904905,-0.269339651,-0.148935094,-0.266259521,0.074607663,0.077694774,0.171581477,-0.003821828,-0.15207237,0.11909125,0.020287497,0.292075008,-0.01910688,-0.051204994,0.004889219,0.247658774,0.40625608,0.123772211,0.253970295,-0.178658471,-0.12334694,-0.054664362,-0.000473822,-0.129330605,-0.044953924,-0.067610361,0.107528321,0.261867434,0.093668662,-0.01046508,-0.183010176,-0.002193978,-0.12284185,0.203822702,-0.069287263,-0.087462798,-0.155228734,0.252574235,0.163058206,-0.115219064
METH+CYS,0.069652565,-0.069247916,-0.124177948,-0.04066027,-0.052013766,0.157745153,0.176137492,-0.076559804,0.085827507,-0.109106421,-0.02936068,-0.052824806,-0.253708273,0.133541226,-0.147806168,-0.021865603,-0.286373794,0.070308097,0.201841444,-0.061251789,0.042917483,-0.052723665,-0.244279429,0.08176472,0.015258147,-0.227781281,-0.329206198,0.068181656,0.16909413,0.050966606,-0.252322853,-0.153805807,0.009014118,-0.06562876,0.027752353,0.019933129,0.117101878,-0.014929974,-0.089829743,0.069887936,0.067509383,-0.144892111,-0.035440102,0.055709854,-0.111073911,-0.275716633,-0.089360893,0.090258397,0.203169167,0.05449342,0.223686114,-0.134689793,0.001810031,-0.136335805,0.133112252,-0.116484709,0.06454704,0.255304784,0.051239129,0.040360808,0.223459765,0.186959311,0.186959311,0.041169059,0.22321336,0.058854748,0.252004534,-0.027519973,0.114230826,-0.024937654,-0.10441865,0.152621552,-0.155348644,-0.061263945,-0.046643872,-0.293101639,-0.002062617,-0.151419342,-0.103344411,-0.338397145,-0.241973713,0.056667134,-0.120924301,-0.098372556,-0.084342495,0.039213382,0.100238875,0.034355018,-0.120625094,-0.072600327,0.196538091,0.196798742,-0.264954984,-0.105373658,-0.097653992,-0.067059807,-0.003534564,0.067670226,-0.011155316,-0.069276676,-0.069538802,-0.128162101,0.041685529,-0.002618453,0.221907467,0.161579728,0.15137285,-0.047587596,0.084371299,-0.050245408,-0.133424923,-0.074531101,-0.109976761,-0.212207198,0.106458813
METHIONIN,0.118154526,-0.025129585,-0.088704884,-0.02967287,-0.041301686,0.10170339,0.11297112,-0.066922486,0.043584552,0.030856412,0.055620983,-0.072738595,-0.14737609,0.063275188,-0.198861524,-0.101693131,-0.1508656,0.030028351,0.048423871,0.122255795,0.104312085,0.062392961,-0.109932601,0.067706212,0.067610882,0.016337626,-0.000493283,-0.075053386,0.179884732,0.163312405,-0.16966632,0.030638067,0.079527974,0.002657057,0.056206934,0.10725598,-0.065581016,0.049689285,0.052924547,0.217132673,0.169200167,-0.068735518,-0.035078425,0.060275435,-0.019902876,-0.202937022,-0.105856545,-0.071735576,0.181225911,0.066019833,0.088910207,-0.181343853,-0.05886513,-0.040373955,0.047698043,-0.154609576,-0.156757653,0.087851763,-0.056752723,0.014884956,0.083257824,0.01982348,0.01982348,-0.141958266,0.094599366,-0.13519831,0.056918345,-0.039453603,0.109707102,-0.03380587,-0.13444148,0.154603571,-0.145119369,-0.07760147,-0.056073613,-0.27350086,-0.086741209,-0.118904531,-0.082252927,-0.192436367,0.030651674,0.397754759,-0.05590507,-0.039087974,0.152798921,0.135718465,0.098866053,0.014572802,-0.015914114,-0.06099182,0.102665871,0.20415552,0.069491126,0.173816383,-0.032098155,0.025368672,-0.05402866,0.161843032,0.009641622,-0.025152236,-0.043614302,-0.005176917,0.054956909,-0.003817318,0.267433345,0.045517661,0.180710763,-0.002745226,0.251699924,0.013016659,-0.089720137,-0.116165727,-0.022379452,0.077756211,0.100322187
Mg,-0.053126283,-0.031658355,-0.071109168,-1.91E-05,0.021690065,0.213860407,0.111659929,-0.021431189,0.121701069,-0.110145152,-0.076725185,0.021186585,-0.243879586,-0.110100195,-0.096392445,0.06754078,-0.308563799,0.158230603,0.334017992,-0.134259939,-0.092225611,-0.20197776,-0.176459908,0.137406245,0.263375878,-0.347326934,-0.331379145,0.22895211,0.076346114,0.045094676,-0.178331912,-0.170771271,-0.080936313,-0.047460508,0.20966953,0.035851061,0.202814117,-0.039461426,-0.096673071,-0.020123253,-0.046302475,-0.159881383,0.026989264,0.066098861,-0.113064423,-0.047660407,0.061430149,0.09577366,-0.080498859,-0.106729798,0.042240866,0.11600332,0.058761247,0.007897673,0.171726704,0.064829215,0.239012212,0.085542485,0.106445909,0.036420364,0.079332121,-0.036566336,-0.036566336,0.24710387,0.093512312,0.199292034,0.052392244,0.015761543,0.220751271,0.002924325,0.05562133,0.207305402,-0.082824707,0.148376435,0.111520477,-0.101464778,0.199320301,0.038367886,0.065832205,-0.155526415,-0.168612763,-0.013791602,-0.097316414,0.024234287,0.029909601,0.235264242,-0.120887749,-0.133882388,0.155934334,0.086112157,0.018525369,0.033788748,-0.097649895,-0.054749053,0.153873757,0.076783307,0.086293302,0.200747684,0.146069288,-0.031628102,-0.031268865,-0.092050761,-0.028301585,-0.062186074,0.121705756,0.118670247,0.112677082,0.021662969,-0.033081017,-0.157799602,-0.193765759,0.088208079,-0.122458942,-0.158543646,0.181827635
MILK,0.07998348,0.039713562,0.032430183,0.095515423,0.060689133,0.117398202,-0.075053565,0.088431962,0.116220035,-0.112327032,-0.037307762,0.09548343,-0.074621379,0.363431007,-0.005628299,0.145254225,-0.068613313,0.173150256,0.117242396,-0.174414381,-0.081395812,-0.058110297,-0.040259998,0.068093903,-0.151519939,-0.137502789,-0.159997642,0.102314562,0.039602246,-0.092575096,-0.058156278,-0.022736428,-0.15169692,-0.017017344,-0.030468337,0.179099992,0.085653722,0.094948336,-0.041784626,0.069927305,0.012021769,-0.01129174,-0.252544224,-0.227635086,0.091314279,-0.080182441,-0.110269241,-0.108343549,0.745631874,0.201464057,0.503566682,-0.143698484,0.348616809,0.214393497,-0.035851922,-0.25979057,0.14327985,0.271571845,0.211853221,0.131010696,0.632643819,0.129452884,0.129452884,-0.101962663,0.13820909,0.171050876,0.436444104,0.217824519,0.012064451,0.235172763,-0.017392561,0.030918835,-0.045816392,-0.150768057,-0.153594688,-0.122500077,0.003855005,-0.013115297,-0.098083101,-0.074013337,-0.105586834,-0.128390461,-0.068184569,-0.067141443,-0.169973999,0.002800477,0.234753713,0.22575444,-0.06118308,0.075739771,0.261220306,0.300207824,-0.184770495,0.154035613,-0.16549401,-0.176348597,0.178872451,-0.021344088,0.042276829,0.039670225,0.064653859,-0.112284027,0.547429144,0.249619871,-0.119475059,-0.050916906,-0.153373212,-0.033279873,-0.018046895,0.017647682,-0.104431696,-0.077215247,0.108436316,-0.122746222,0.142769381
Mn,-0.138588443,0.05665515,0.083420165,-0.14249216,0.025235159,0.058820009,-0.013082083,0.029038005,0.042350344,-0.078713194,-0.155474439,0.085044555,0.073872328,-0.001246181,-0.041917227,0.151693374,0.04520449,0.10372714,0.083312035,0.142067209,0.225431457,0.087331727,-0.293568701,-0.017822077,0.05468728,-0.168833807,-0.307762086,0.184604079,-0.04525445,0.098481663,-0.235484168,-0.236931473,-0.11062599,-0.051476754,-0.08006651,-0.052290034,0.112489089,-0.260784239,-0.082901731,-0.151028067,-0.022522358,0.093885496,-0.041100014,-0.074071869,-0.02282295,-0.040948626,0.005148519,0.225830495,0.225811914,0.219925791,0.152864978,-0.085173577,-0.003919172,-0.289619386,0.03982975,-0.01823012,0.185930654,0.104141168,0.06663204,-0.064227149,0.290625423,0.011879095,0.011879095,-0.146186695,0.060935527,0.224846199,0.153922886,0.006383448,-0.013850373,0.004370419,-0.104740828,-0.004849015,0.031291738,-0.001275891,0.011703379,-0.151326314,0.009216459,-0.086713165,-0.168445751,-0.245292827,-0.323514551,-0.088913538,-0.124836244,-0.067422867,-0.038242169,-0.112623222,0.127202034,0.148848683,-0.172124311,-0.17435576,-0.054841053,-0.148705438,-0.100743107,-0.105534025,-0.175616279,-0.087957688,-0.188255474,-0.187060341,0.058589388,0.056640558,0.021960922,0.123968147,-0.054997679,-0.100048721,-0.121939436,-0.078959905,-0.10871467,-0.064013749,-0.220567763,-0.208955571,-0.240757734,0.056778833,-0.027525557,0.026999811,0.012745971
MUFA,0.135718808,0.040890541,0.070587046,0.073750652,0.029688897,-0.230273798,-0.252611309,0.000767328,-0.256247669,0.248436287,0.105729952,-0.013938123,0.15667209,-0.104753487,-0.045239571,-0.076256648,0.163936377,-0.026423911,-0.297297537,0.13939257,0.056895051,0.185522869,0.14983964,-0.242936015,-0.091087863,0.364072949,0.399325758,-0.381816626,-0.246099323,0.047198679,0.096630439,0.150487408,0.045701344,0.004284293,0.049983121,0.186250687,-0.356751502,0.187071651,0.145498559,0.192720845,0.208846197,0.093363635,-0.008693741,-0.063527375,0.203876749,0.126777425,-0.028190097,-0.229350075,0.101337381,0.06359043,-0.060818113,-0.177046582,0.008026439,-0.162788287,-0.149180278,-0.120108239,-0.237743527,-0.25917384,-0.072945982,-0.039604202,-0.122772805,-0.180913553,-0.180913553,-0.07429073,-0.243907258,-0.233766511,-0.22630927,0.007758,0.049522877,0.011009658,-0.047671866,0.076760471,0.013107684,-0.190106288,-0.09591043,-0.050801124,-0.229063943,-0.116017416,-0.200824112,0.059541497,0.09447214,0.238858327,-0.088503137,-0.123690136,0.361468941,0.045912754,0.240002021,0.098833278,0.139214262,-0.026251873,0.167232528,0.255841941,0.470025539,0.405177057,-0.105285451,0.022087336,0.0630702,0.16948618,-0.053235367,0.040877756,0.008814692,0.182973385,0.091995582,0.049228363,0.112998009,-0.233381912,0.164178178,-0.053051159,0.298304141,-0.129375741,-0.244092688,-0.099193037,0.193157062,0.442670643,-0.044583965
